row_names,AUC,PRAUC
3_backdoor_all_Class0_simulation1,0.8940578656492079,0.1435065919870679
3_backdoor_all_Class0_simulation2,0.8792599352526304,0.1453097857745557
3_backdoor_all_Class0_simulation3,0.8845983258180137,0.1146460012710538
3_backdoor_all_Class0_simulation4,0.8537312036073536,0.0995208092443109
3_backdoor_all_Class0_simulation5,0.8951154630593132,0.1382330092328012
3_backdoor_all_Average,0.8813525586773036,0.1282432395019579
3_backdoor_all_Std,0.0137155367819863,0.0165019964319879
4_breastw_all_Class0_simulation1,0.9904821139130764,0.979044921836915
4_breastw_all_Class0_simulation2,0.9845075200723736,0.9311447973235528
4_breastw_all_Class0_simulation3,0.9884937238493724,0.9615665443532342
4_breastw_all_Class0_simulation4,0.9893889705605188,0.9776179122559858
4_breastw_all_Class0_simulation5,0.991000414640582,0.980640078197032
4_breastw_all_Average,0.9887745486071846,0.966002850793344
4_breastw_all_Std,0.0021029411257707,0.0170978478299032
5_campaign_all_Class0_simulation1,0.7423785923046379,0.3298108472866901
5_campaign_all_Class0_simulation2,0.7381822427698339,0.3302067989290047
5_campaign_all_Class0_simulation3,0.7249776892633117,0.3043646822725442
5_campaign_all_Class0_simulation4,0.756905770777296,0.3421951796251888
5_campaign_all_Class0_simulation5,0.7681925015682454,0.3591898403966068
5_campaign_all_Average,0.7461273593366651,0.333153469702007
5_campaign_all_Std,0.0137084604692141,0.0163722091372149
6_cardio_all_Class0_simulation1,0.7206283987915408,0.372553206211164
6_cardio_all_Class0_simulation2,0.7014933103150626,0.3875785689968728
6_cardio_all_Class0_simulation3,0.7330858869227449,0.3911132147294032
6_cardio_all_Class0_simulation4,0.7067483815278377,0.3790958392508579
6_cardio_all_Class0_simulation5,0.7083677168752698,0.3976948836181138
6_cardio_all_Average,0.7140647388864912,0.3856071425612823
6_cardio_all_Std,0.0103996126938188,0.0080944339085756
7_Cardiotocography_all_Class0_simulation1,0.4830070988620941,0.3460137076653078
7_Cardiotocography_all_Class0_simulation2,0.4780940077252322,0.3319477276227819
7_Cardiotocography_all_Class0_simulation3,0.4794759369454014,0.3347297832419937
7_Cardiotocography_all_Class0_simulation4,0.4792136444305251,0.3298302511261242
7_Cardiotocography_all_Class0_simulation5,0.494636705292828,0.341468815249999
7_Cardiotocography_all_Average,0.4828854786512161,0.3367980569812413
7_Cardiotocography_all_Std,0.0055703329326097,0.0055241586073733
8_celeba_all_Class0_simulation1,0.7374407157623584,0.0608379916204716
8_celeba_all_Class0_simulation2,0.7374866000931042,0.0767318136938267
8_celeba_all_Class0_simulation3,0.7085576549973116,0.050323303608991
8_celeba_all_Class0_simulation4,0.7248746627542302,0.0592592931875885
8_celeba_all_Class0_simulation5,0.7096750395346934,0.0560575593727462
8_celeba_all_Average,0.7236069346283396,0.0606419922967248
8_celeba_all_Std,0.011591694345465,0.0080449257985057
9_census_all_Class0_simulation1,0.7051672899404543,0.0986561195353492
9_census_all_Class0_simulation2,0.6967264366034858,0.0952295105325604
9_census_all_Class0_simulation3,0.7011325140360358,0.0974271145887457
9_census_all_Class0_simulation4,0.7076527140233634,0.0996032904328517
9_census_all_Class0_simulation5,0.700915813999814,0.0968888253651105
9_census_all_Average,0.7023189537206307,0.0975609720909235
9_census_all_Std,0.0034451585859734,0.0013708771027365
10_cover_all_Class0_simulation1,0.9149675607295404,0.127769596049356
10_cover_all_Class0_simulation2,0.9276697432797696,0.1900814428987567
10_cover_all_Class0_simulation3,0.9396606263341416,0.2250542700687021
