row_names,AUC,PRAUC
3_backdoor_all_Class0_simulation1,0.8940578656492079,0.1435065919870679
3_backdoor_all_Class0_simulation2,0.8792599352526304,0.1453097857745557
3_backdoor_all_Class0_simulation3,0.8845983258180137,0.1146460012710538
3_backdoor_all_Class0_simulation4,0.8537312036073536,0.0995208092443109
3_backdoor_all_Class0_simulation5,0.8951154630593132,0.1382330092328012
3_backdoor_all_Average,0.8813525586773036,0.1282432395019579
3_backdoor_all_Std,0.0137155367819863,0.0165019964319879
4_breastw_all_Class0_simulation1,0.9904821139130763,0.979044921836915
4_breastw_all_Class0_simulation2,0.9845075200723736,0.9311447973235528
4_breastw_all_Class0_simulation3,0.9884937238493724,0.9615665443532342
4_breastw_all_Class0_simulation4,0.9893889705605187,0.9776179122559858
4_breastw_all_Class0_simulation5,0.9910004146405821,0.9806400781970319
4_breastw_all_Average,0.9887745486071846,0.966002850793344
4_breastw_all_Std,0.0021029411257707524,0.017097847829903208
5_campaign_all_Class0_simulation1,0.7423785923046379,0.3298108472866901
5_campaign_all_Class0_simulation2,0.7381822427698339,0.33020679892900473
5_campaign_all_Class0_simulation3,0.7249776892633117,0.3043646822725442
5_campaign_all_Class0_simulation4,0.756905770777296,0.3421951796251888
5_campaign_all_Class0_simulation5,0.7681925015682454,0.35918984039660684
5_campaign_all_Average,0.7461273593366651,0.333153469702007
5_campaign_all_Std,0.013708460469214133,0.01637220913721492
6_cardio_all_Class0_simulation1,0.7206283987915408,0.37255320621116406
6_cardio_all_Class0_simulation2,0.7014933103150626,0.3875785689968728
6_cardio_all_Class0_simulation3,0.7330858869227449,0.39111321472940325
6_cardio_all_Class0_simulation4,0.7067483815278377,0.3790958392508579
6_cardio_all_Class0_simulation5,0.7083677168752698,0.3976948836181138
6_cardio_all_Average,0.7140647388864912,0.38560714256128237
6_cardio_all_Std,0.010399612693818864,0.008094433908575624
